,FX,Gold,Gold_KRWg,DXY,Rate,Bond10,Rate_US,Bond10_US,Spread5D,M2_D,M2_US_D,CPI_D,CoreCPI_D,RealRate_D,SP500,KODEX200,Bitcoin
2015-06-24,1110.67,1172.5999755859375,41872.188495958115,89.8757,0.75,2.468,0.13,2.36,1.718,,12056.78,237.657,242.064,0.5704281902449475,2108.580078125,20593.5859375,240.51499938964844
2015-06-25,1111.05,1171.5,41847.22217756844,89.5816,0.75,2.468,0.13,2.36,1.718,,12058.24,237.657,242.064,0.5704281902449475,2102.31005859375,20577.357421875,242.7989959716797
2015-06-26,1122.31,1172.9000244140625,42321.8424421736,89.7886,0.75,2.468,0.13,2.36,1.718,,12059.7,237.657,242.064,0.5704281902449475,2101.489990234375,20589.53125,243.593994140625
2015-06-27,1122.31,1172.9000244140625,42321.8424421736,89.7886,0.75,2.468,0.13,2.36,1.718,,12061.16,237.657,242.064,0.5704281902449475,2101.489990234375,20589.53125,250.99000549316406
2015-06-28,1122.31,1172.9000244140625,42321.8424421736,89.7886,0.75,2.468,0.13,2.36,1.718,,12062.62,237.657,242.064,0.5704281902449475,2101.489990234375,20589.53125,249.01100158691406
2015-06-29,1119.09,1178.5,42401.902197501884,89.5423,0.75,2.468,0.13,2.36,1.718,,12064.08,237.657,242.064,0.5704281902449475,2057.639892578125,20325.822265625,257.0639953613281
2015-06-30,1117.34,1171.5,42084.13233237417,89.8171,0.75,2.468,0.13,2.36,1.718,,12065.54,237.657,242.064,0.5704281902449475,2063.110107421875,20411.021484375,263.0719909667969
2015-07-01,1123.89,1169.0,42240.50058675069,90.4411,0.75,2.45,0.13,2.32,1.7144000000000001,,12067.0,238.034,242.565,0.5243138889590542,2077.419921875,20642.26953125,258.6210021972656
2015-07-02,1119.95,1163.0,41876.37564904271,90.4697,0.75,2.45,0.13,2.32,1.7108,,12068.451612903225,238.034,242.565,0.5243138889590542,2076.780029296875,20666.619140625,255.41200256347656
2015-07-03,1119.95,1163.0,41876.37564904271,90.4697,0.75,2.45,0.13,2.32,1.7072000000000003,,12069.90322580645,238.034,242.565,0.5243138889590542,2076.780029296875,20605.7578125,256.33599853515625
2015-07-04,1119.95,1163.0,41876.37564904271,90.4697,0.75,2.45,0.13,2.32,1.7036000000000002,,12071.354838709678,238.034,242.565,0.5243138889590542,2076.780029296875,20605.7578125,260.885986328125
2015-07-05,1119.95,1163.0,41876.37564904271,90.4697,0.75,2.45,0.13,2.32,1.7000000000000002,,12072.806451612903,238.034,242.565,0.5243138889590542,2076.780029296875,20605.7578125,271.9129943847656
2015-07-06,1125.58,1172.9000244140625,42445.15277959009,90.594,0.75,2.45,0.13,2.32,1.7000000000000002,,12074.258064516129,238.034,242.565,0.5243138889590542,2068.760009765625,20094.5703125,269.0299987792969
2015-07-07,1133.75,1152.4000244140625,42005.996999676674,91.3568,0.75,2.45,0.13,2.32,1.7000000000000002,,12075.709677419354,238.034,242.565,0.5243138889590542,2081.340087890625,20135.140625,266.2070007324219
2015-07-08,1131.75,1163.300048828125,42328.51062617488,90.7657,0.75,2.45,0.13,2.32,1.7000000000000002,,12077.161290322581,238.034,242.565,0.5243138889590542,2046.6800537109375,19859.259765625,270.7850036621094
2015-07-09,1133.69,1159.0,42244.33616795537,91.0129,0.75,2.45,0.13,2.32,1.7000000000000002,,12078.612903225807,238.034,242.565,0.5243138889590542,2051.31005859375,19993.146484375,269.2279968261719
2015-07-10,1127.29,1157.699951171875,41958.737053918136,90.6362,0.75,2.45,0.13,2.32,1.7000000000000002,,12080.064516129032,238.034,242.565,0.5243138889590542,2076.6201171875,20009.37109375,284.8940124511719
2015-07-11,1127.29,1157.699951171875,41958.737053918136,90.6362,0.75,2.45,0.13,2.32,1.7000000000000002,,12081.516129032258,238.034,242.565,0.5243138889590542,2076.6201171875,20009.37109375,293.114990234375
2015-07-12,1127.29,1157.699951171875,41958.737053918136,90.6362,0.75,2.45,0.13,2.32,1.7000000000000002,,12082.967741935483,238.034,242.565,0.5243138889590542,2076.6201171875,20009.37109375,310.86700439453125
2015-07-13,1133.93,1155.199951171875,42114.74209115773,91.2646,0.75,2.45,0.13,2.32,1.7000000000000002,,12084.41935483871,238.034,242.565,0.5243138889590542,2099.60009765625,20224.39453125,292.0539855957031
2015-07-14,1142.75,1153.300048828125,42372.51855252109,91.1964,0.75,2.45,0.13,2.32,1.7000000000000002,,12085.870967741936,238.034,242.565,0.5243138889590542,2108.949951171875,20127.025390625,287.4639892578125
2015-07-15,1146.42,1147.199951171875,42283.761249456205,91.8313,0.75,2.45,0.13,2.32,1.7000000000000002,,12087.322580645161,238.034,242.565,0.5243138889590542,2107.39990234375,20187.8828125,285.8290100097656
2015-07-16,1145.24,1143.800048828125,42115.0535444539,92.0911,0.75,2.45,0.13,2.32,1.7000000000000002,,12088.774193548386,238.034,242.565,0.5243138889590542,2124.2900390625,20337.998046875,278.0889892578125
2015-07-17,1148.48,1131.800048828125,41791.10775565853,92.4188,0.75,2.45,0.13,2.32,1.7000000000000002,,12090.225806451614,238.034,242.565,0.5243138889590542,2126.639892578125,20216.28125,279.47198486328125
2015-07-18,1148.48,1131.800048828125,41791.10775565853,92.4188,0.75,2.45,0.13,2.32,1.7000000000000002,,12091.677419354839,238.034,242.565,0.5243138889590542,2126.639892578125,20216.28125,274.9010009765625
2015-07-19,1148.48,1131.800048828125,41791.10775565853,92.4188,0.75,2.45,0.13,2.32,1.7000000000000002,,12093.129032258064,238.034,242.565,0.5243138889590542,2126.639892578125,20216.28125,273.614013671875
2015-07-20,1156.38,1106.699951171875,41145.39166126426,92.4286,0.75,2.45,0.13,2.32,1.7000000000000002,,12094.58064516129,238.034,242.565,0.5243138889590542,2128.280029296875,20183.826171875,278.9809875488281
2015-07-21,1148.33,1103.4000244140625,40737.13087065444,92.0637,0.75,2.45,0.13,2.32,1.7000000000000002,,12096.032258064517,238.034,242.565,0.5243138889590542,2119.2099609375,20224.39453125,275.8330078125
2015-07-22,1156.49,1091.4000244140625,40580.42388266977,92.362,0.75,2.45,0.13,2.32,1.7000000000000002,,12097.483870967742,238.034,242.565,0.5243138889590542,2114.14990234375,20049.947265625,277.22198486328125
2015-07-23,1160.64,1094.0,40823.063642355366,92.0648,0.75,2.45,0.13,2.32,1.7000000000000002,,12098.935483870968,238.034,242.565,0.5243138889590542,2102.14990234375,20041.83203125,276.04901123046875
2015-07-24,1169.02,1085.5999755859375,40802.098910395056,92.1666,0.75,2.45,0.13,2.32,1.7000000000000002,,12100.387096774193,238.034,242.565,0.5243138889590542,2079.64990234375,19814.634765625,288.27801513671875
2015-07-25,1169.02,1085.5999755859375,40802.098910395056,92.1666,0.75,2.45,0.13,2.32,1.7000000000000002,,12101.838709677419,238.034,242.565,0.5243138889590542,2079.64990234375,19814.634765625,288.6969909667969
2015-07-26,1169.02,1085.5999755859375,40802.098910395056,92.1666,0.75,2.45,0.13,2.32,1.7000000000000002,,12103.290322580646,238.034,242.565,0.5243138889590542,2079.64990234375,19814.634765625,292.6860046386719
2015-07-27,1167.75,1096.5,41167.002909640396,91.4854,0.75,2.45,0.13,2.32,1.7000000000000002,,12104.741935483871,238.034,242.565,0.5243138889590542,2067.639892578125,19851.15234375,293.6239929199219
2015-07-28,1161.09,1096.300048828125,40924.7519955583,91.568,0.75,2.45,0.13,2.32,1.7000000000000002,,12106.193548387097,238.034,242.565,0.5243138889590542,2093.25,19887.666015625,294.427001953125
2015-07-29,1158.49,1092.699951171875,40699.0199312973,91.6246,0.75,2.45,0.13,2.32,1.7000000000000002,,12107.645161290322,238.034,242.565,0.5243138889590542,2108.570068359375,19968.79296875,289.5899963378906
2015-07-30,1173.42,1088.4000244140625,41061.30681910233,92.3826,0.75,2.45,0.13,2.32,1.7000000000000002,,12109.09677419355,238.034,242.565,0.5243138889590542,2108.6298828125,19786.201171875,287.72198486328125
2015-07-31,1159.7,1094.9000244140625,40823.558709244564,91.9203,0.75,2.45,0.13,2.32,1.7000000000000002,,12110.548387096775,238.034,242.565,0.5243138889590542,2103.840087890625,19725.32421875,284.6499938964844
2015-08-01,1159.7,1094.9000244140625,40823.558709244564,91.9203,0.75,2.308,0.14,2.17,1.6716000000000002,,12112.0,238.033,242.817,0.5086962014655132,2103.840087890625,19725.32421875,281.60101318359375
